Team 1,Score 1,Team 2,Score 2,Elo Rating 1,Elo Rating 2,New Elo Rating 1,New Elo Rating 2,Week,Year
PHI,22,NYG,21,1467.0505204027527,1420.9018954271319,1486.9265582826204,1401.0258575472642,7,2020
DET,23,ATL,22,1481.1990468091217,1426.3714707563813,1500.5149810293974,1407.0555365361056,7,2020
CLE,37,CIN,34,1546.0535541926097,1418.8326476422535,1560.923940002163,1403.9622618327003,7,2020
PIT,27,TEN,24,1605.3393730387386,1605.236345305782,1628.2325823266933,1582.3431360178272,7,2020
NO,27,CAR,24,1523.5655050849955,1502.0011770629162,1545.045990259799,1480.5206918881127,7,2020
BUF,18,NYJ,10,1541.902903210637,1372.080665785042,1554.4233932935442,1359.5601757021348,7,2020
WSH,25,DAL,3,1411.5031757890288,1457.7443786311946,1437.433133241887,1431.8144211783365,7,2020
GB,35,HOU,20,1554.2650350114304,1424.6315093654732,1568.996293444533,1409.9002509323707,7,2020
TB,45,LV,20,1544.847712784316,1530.729451866419,1566.8176689104714,1508.7594957402634,7,2020
KC,43,DEN,16,1587.3392189661722,1483.4759763472005,1603.59032980651,1467.224865506863,7,2020
SF,33,NE,6,1497.448507891954,1480.5201428539397,1519.233616101649,1458.7350346442447,7,2020
LAC,39,JAX,29,1432.1968933019346,1399.811074385443,1452.9684564262188,1379.0395112611586,7,2020
ARI,37,SEA,34,1531.014113964136,1602.7635546568192,1558.577126972293,1575.2005416486622,7,2020
LAR,24,CHI,10,1528.356088076267,1581.1164835751958,1554.707118069523,1554.76545358194,7,2020
ATL,25,CAR,17,1407.0555365361056,1480.5206918881127,1434.3643301174395,1453.2118983067787,8,2020
BUF,24,NE,21,1554.4233932935442,1458.7350346442447,1570.9517985553098,1442.2066293824792,8,2020
CIN,31,TEN,20,1403.9622618327003,1582.3431360178272,1437.2431736892481,1549.0622241612793,8,2020
LV,16,CLE,6,1508.7594957402634,1560.923940002163,1534.7274209043642,1534.9560148380622,8,2020
IND,41,DET,21,1540.9863084443232,1500.5149810293974,1560.9655712135298,1480.5357182601908,8,2020
MIN,28,GB,22,1416.3705916207682,1568.996293444533,1448.305690637871,1537.06119442743,8,2020
KC,35,NYJ,9,1603.59032980651,1359.5601757021348,1612.497593804572,1350.6529117040727,8,2020
MIA,28,LAR,17,1505.939113722738,1554.707118069523,1531.6907053341904,1528.9555264580706,8,2020
PIT,28,BAL,24,1628.2325823266933,1578.4055640268848,1647.6134724647052,1559.024673888873,8,2020
DEN,31,LAC,30,1467.224865506863,1452.9684564262188,1488.8980343158516,1431.29528761723,8,2020
NO,26,CHI,23,1545.045990259799,1554.76545358194,1568.2780573154926,1531.5333865262464,8,2020
SEA,37,SF,27,1575.2005416486622,1519.233616101649,1594.1911690017243,1500.2429887485869,8,2020
PHI,23,DAL,9,1486.9265582826204,1431.8144211783365,1505.9713909220313,1412.7695885389255,8,2020
TB,25,NYG,23,1566.8176689104714,1401.0258575472642,1579.3835378328602,1388.4599886248755,8,2020
GB,34,SF,17,1537.06119442743,1500.2429887485869,1557.006840592606,1480.297342583411,9,2020
ATL,34,DEN,27,1434.3643301174395,1488.8980343158516,1460.1360878056212,1463.12627662767,9,2020
BUF,44,SEA,34,1570.9517985553098,1594.1911690017243,1594.7411867764595,1570.4017807805747,9,2020
TEN,24,CHI,17,1549.0622241612793,1531.5333865262464,1570.2380970657737,1510.357513621752,9,2020
BAL,24,IND,10,1559.024673888873,1560.9655712135298,1581.4492482327526,1538.5409968696501,9,2020
KC,33,CAR,31,1612.497593804572,1453.2118983067787,1625.234704350033,1440.4747877613177,9,2020
MIN,34,DET,20,1448.305690637871,1480.5357182601908,1472.6684471826804,1456.1729617153815,9,2020
NYG,23,WSH,20,1388.4599886248755,1437.433133241887,1413.882654673044,1412.0104671937183,9,2020
HOU,27,JAX,25,1409.9002509323707,1379.0395112611586,1430.224660868052,1358.7151013254772,9,2020
LV,31,LAC,26,1534.7274209043642,1431.29528761723,1550.5780855023413,1415.444623019253,9,2020
PIT,24,DAL,19,1647.6134724647052,1412.7695885389255,1656.781662861188,1403.6013981424428,9,2020
MIA,34,ARI,31,1531.6907053341904,1558.577126972293,1555.712961928289,1534.5548703781944,9,2020
NO,38,TB,3,1568.2780573154926,1579.3835378328602,1591.2906150317738,1556.370980116579,9,2020
NE,30,NYJ,27,1442.2066293824792,1350.6529117040727,1458.7626352915581,1334.0969057949937,9,2020
IND,34,TEN,17,1538.5409968696501,1570.2380970657737,1562.5425417965703,1546.2365521388535,10,2020
CLE,10,HOU,7,1534.9560148380622,1430.224660868052,1550.5181365172725,1414.6625391888417,10,2020
DET,30,WSH,27,1456.1729617153815,1412.0104671937183,1475.3915082200872,1392.7919206890126,10,2020
GB,24,JAX,20,1557.006840592606,1358.7151013254772,1567.657154386641,1348.0647875314423,10,2020
NYG,27,PHI,17,1413.882654673044,1505.9713909220313,1441.5809930087223,1478.273052586353,10,2020
TB,46,CAR,23,1556.370980116579,1440.4747877613177,1571.2929123523172,1425.5528555255794,10,2020
LV,37,DEN,12,1550.5780855023413,1463.12627662767,1567.154597917217,1446.5497642127943,10,2020
MIA,29,LAC,21,1555.712961928289,1415.444623019253,1569.284069600918,1401.873515346624,10,2020
ARI,32,BUF,30,1534.5548703781944,1594.7411867764595,1560.3282639784106,1568.9677931762433,10,2020
LAR,23,SEA,16,1528.9555264580706,1570.4017807805747,1553.5675699193123,1545.789737319333,10,2020
NO,27,SF,13,1591.2906150317738,1480.297342583411,1606.492120592111,1465.0958370230737,10,2020
PIT,36,CIN,10,1656.781662861188,1437.2431736892481,1666.4760256409575,1427.5488109094786,10,2020
NE,23,BAL,17,1458.7626352915581,1581.4492482327526,1488.223715646129,1551.9881678781817,10,2020
MIN,19,CHI,13,1472.6684471826804,1510.357513621752,1497.0456427539425,1485.98031805049,10,2020
SEA,28,ARI,21,1545.789737319333,1560.3282639784106,1568.3972494720279,1537.7207518257158,11,2020
CLE,22,PHI,17,1550.5181365172725,1478.273052586353,1567.76980903783,1461.0213800657955,11,2020
NO,24,ATL,9,1606.492120592111,1460.1360878056212,1619.5559536860997,1447.0722547116325,11,2020
WSH,20,CIN,9,1392.7919206890126,1427.5488109094786,1416.6555405620516,1403.6851910364396,11,2020
CAR,20,DET,0,1425.5528555255794,1475.3915082200872,1450.3444826573257,1450.599881088341,11,2020
PIT,27,JAX,3,1666.4760256409575,1348.0647875314423,1672.4604732122382,1342.0803399601616,11,2020
TEN,30,BAL,24,1546.2365521388535,1551.9881678781817,1568.2957515604428,1529.9289684565924,11,2020
HOU,27,NE,20,1414.6625391888417,1488.223715646129,1440.8895510128182,1461.9967038221525,11,2020
DEN,20,MIA,13,1446.5497642127943,1569.284069600918,1475.6117385920147,1540.2220952216976,11,2020
LAC,34,NYJ,28,1401.873515346624,1334.0969057949937,1419.393242221779,1316.5771789198386,11,2020
IND,34,GB,31,1562.5425417965703,1567.657154386641,1584.5619652558366,1545.6377309273746,11,2020
DAL,31,MIN,28,1403.6013981424428,1497.0456427539425,1431.0009336832945,1469.6461072130908,11,2020
KC,35,LV,31,1625.234704350033,1567.154597917217,1643.340576352205,1549.048725915045,11,2020
LAR,27,TB,24,1553.5675699193123,1571.2929123523172,1576.373693127105,1548.4867891445244,11,2020
HOU,41,DET,25,1440.8895510128182,1450.599881088341,1462.8874948709436,1428.6019372302155,12,2020
WSH,41,DAL,16,1416.6555405620516,1431.0009336832945,1438.9386310983127,1408.7178431470334,12,2020
ATL,43,LV,6,1447.0722547116325,1549.048725915045,1474.5790428621792,1521.5419377644982,12,2020
BUF,27,LAC,17,1568.9677931762433,1419.393242221779,1581.6847951321088,1406.6762402659135,12,2020
NYG,19,CIN,17,1441.5809930087223,1403.6851910364396,1460.656045830232,1384.61013821493,12,2020
TEN,45,IND,26,1568.2957515604428,1584.5619652558366,1590.6969237978337,1562.1607930184457,12,2020
MIN,28,CAR,27,1469.6461072130908,1450.3444826573257,1489.8584615927698,1430.1321282776466,12,2020
NE,20,ARI,17,1461.9967038221525,1537.7207518257158,1487.9883856124213,1511.729070035447,12,2020
MIA,20,NYJ,3,1540.2220952216976,1316.5771789198386,1549.4794184274836,1307.3198557140527,12,2020
CLE,27,JAX,25,1567.76980903783,1342.0803399601616,1576.9420300645652,1332.9081189334265,12,2020
NO,31,DEN,3,1619.5559536860997,1475.6117385920147,1632.564549831556,1462.6031424465584,12,2020
SF,23,LAR,20,1465.0958370230737,1576.373693127105,1493.1247687508621,1548.3447613993167,12,2020
KC,27,TB,24,1643.340576352205,1548.4867891445244,1659.0390924500605,1532.788273046669,12,2020
GB,41,CHI,25,1545.6377309273746,1485.98031805049,1563.398875285239,1468.2191736926256,12,2020
SEA,23,PHI,17,1568.3972494720279,1461.0213800657955,1583.386345277042,1446.0322842607814,12,2020
PIT,19,BAL,14,1672.4604732122382,1529.9289684565924,1685.54282190929,1516.8466197595405,12,2020
NO,21,ATL,16,1632.564549831556,1474.5790428621792,1644.6807993901612,1462.462793303574,13,2020
DET,34,CHI,30,1428.6019372302155,1468.2191736926256,1452.097545207175,1444.7235657156662,13,2020
CLE,41,TEN,35,1576.9420300645652,1590.6969237978337,1598.8769379874877,1568.7620158749112,13,2020
MIA,19,CIN,7,1549.4794184274836,1384.61013821493,1561.2563042937845,1372.833252348629,13,2020
MIN,27,JAX,24,1489.8584615927698,1332.9081189334265,1502.0262462028836,1320.7403343233127,13,2020
LV,31,NYJ,28,1521.5419377644982,1307.3198557140527,1531.0634638515105,1297.7983296270404,13,2020
IND,26,HOU,20,1562.1607930184457,1462.8874948709436,1577.390743661216,1447.6575442281733,13,2020
LAR,38,ARI,28,1548.3447613993167,1511.729070035447,1567.2292617427593,1492.8445696920044,13,2020
NYG,17,SEA,12,1460.656045830232,1583.386345277042,1488.9142480313221,1555.1281430759518,13,2020
GB,30,PHI,16,1563.398875285239,1446.0322842607814,1577.6304191629883,1431.800740383032,13,2020
NE,45,LAC,0,1487.9883856124213,1406.6762402659135,1504.238469215052,1390.4261566632829,13,2020
KC,22,DEN,16,1659.0390924500605,1462.6031424465584,1669.3366469727778,1452.3055879238411,13,2020
WSH,23,PIT,17,1438.9386310983127,1685.54282190929,1472.921052844216,1651.5604001633867,13,2020
BUF,34,SF,24,1581.6847951321088,1493.1247687508621,1597.5200147752778,1477.2895491076931,13,2020
BAL,34,DAL,17,1516.8466197595405,1408.7178431470334,1531.5839941113952,1393.9804687951787,13,2020
LAR,24,NE,3,1567.2292617427593,1504.238469215052,1584.2989615060512,1487.16876945176,14,2020
CHI,36,HOU,7,1444.7235657156662,1447.6575442281733,1465.699210655301,1426.6818992885385,14,2020
DAL,30,CIN,7,1393.9804687951787,1372.833252348629,1413.5160050141042,1353.2977161297035,14,2020
KC,33,MIA,27,1669.3366469727778,1561.2563042937845,1683.8671212503523,1546.72583001621,14,2020
ARI,26,NYG,7,1492.8445696920044,1488.9142480313221,1513.4092823267497,1468.3495353965768,14,2020
TB,26,MIN,14,1532.788273046669,1502.0262462028836,1551.751433633953,1483.0630856155997,14,2020
DEN,32,CAR,27,1452.3055879238411,1430.1321282776466,1471.7799240425154,1410.6577921589724,14,2020
TEN,31,JAX,10,1568.7620158749112,1320.7403343233127,1576.8096607837044,1312.6926894145195,14,2020
IND,44,LV,27,1577.390743661216,1531.0634638515105,1595.4335797614901,1513.0206277512364,14,2020
SEA,40,NYJ,3,1555.1281430759518,1297.7983296270404,1562.833699069485,1290.0927736335072,14,2020
GB,31,DET,24,1577.6304191629883,1452.097545207175,1591.2259287297297,1438.5020356404336,14,2020
PHI,24,NO,21,1431.800740383032,1644.6807993901612,1463.958322110574,1612.5232176626191,14,2020
LAC,20,ATL,17,1390.4261566632829,1462.462793303574,1415.4780350666522,1437.4109149002047,14,2020
WSH,23,SF,15,1472.921052844216,1477.2895491076931,1493.9825687567495,1456.2280331951597,14,2020
BUF,26,PIT,15,1597.5200147752778,1651.5604001633867,1621.5294220104872,1627.5509929281773,14,2020
BAL,47,CLE,42,1531.5839941113952,1598.8769379874877,1556.3630032203428,1574.0979288785402,14,2020
LAC,30,LV,27,1415.4780350666522,1513.0206277512364,1441.5868190580763,1486.9118437598122,15,2020
BUF,48,DEN,19,1621.5294220104872,1471.7799240425154,1633.702975423983,1459.6063706290197,15,2020
GB,24,CAR,16,1591.2259287297297,1410.6577921589724,1601.937558686345,1399.946162202357,15,2020
TB,31,ATL,27,1551.751433633953,1437.4109149002047,1565.7383688490295,1423.4239796851282,15,2020
DAL,41,SF,33,1413.5160050141042,1456.2280331951597,1436.5235550240038,1433.22048318526,15,2020
TEN,46,DET,25,1576.8096607837044,1438.5020356404336,1589.5543859203963,1425.7573105037418,15,2020
IND,27,HOU,20,1595.4335797614901,1426.6818992885385,1606.6921387128493,1415.4233403371793,15,2020
MIA,22,NE,12,1546.72583001621,1487.16876945176,1563.745760601247,1470.148838866723,15,2020
CHI,33,MIN,27,1465.699210655301,1483.0630856155997,1487.2228921212088,1461.5394041496918,15,2020
SEA,20,WSH,15,1562.833699069485,1493.9825687567495,1579.3235817147881,1477.4926861114463,15,2020
BAL,40,JAX,14,1556.3630032203428,1312.6926894145195,1564.4560475857998,1304.5996450490625,15,2020
NYJ,23,LAR,20,1290.0927736335072,1584.2989615060512,1324.7252808218707,1549.6664543176878,15,2020
ARI,33,PHI,26,1513.4092823267497,1463.958322110574,1531.01103528758,1446.3565691497438,15,2020
KC,32,NO,29,1683.8671212503523,1612.5232176626191,1700.2157498059937,1596.1745891069777,15,2020
CLE,20,NYG,6,1574.0979288785402,1468.3495353965768,1588.544173538475,1453.903290736642,15,2020
CIN,27,PIT,17,1353.2977161297035,1627.5509929281773,1387.2877167369477,1593.560992320933,15,2020
NO,52,MIN,33,1596.1745891069777,1461.5394041496918,1608.9164928783302,1448.7975003783392,16,2020
TB,47,DET,7,1565.7383688490295,1425.7573105037418,1578.2133684842747,1413.2823108684966,16,2020
SF,20,ARI,12,1433.22048318526,1531.01103528758,1458.960522069465,1505.270996403375,16,2020
MIA,26,LV,25,1563.745760601247,1486.9118437598122,1579.5500413300647,1471.1075630309945,16,2020
KC,17,ATL,14,1700.2157498059937,1423.4239796851282,1707.0398870905792,1416.5998424005427,16,2020
NYJ,23,CLE,16,1324.7252808218707,1588.544173538475,1357.8670817906777,1555.402372569668,16,2020
PIT,28,IND,24,1593.560992320933,1606.6921387128493,1614.5240774634094,1585.729053570373,16,2020
CHI,41,JAX,17,1487.2228921212088,1304.5996450490625,1497.685783834536,1294.1367533357352,16,2020
BAL,27,NYG,13,1564.4560475857998,1453.903290736642,1578.4369685793295,1439.9223697431123,16,2020
CIN,37,HOU,31,1387.2877167369477,1415.4233403371793,1409.119963116118,1393.591093958009,16,2020
LAC,19,DEN,16,1441.5868190580763,1459.6063706290197,1462.8335423508204,1438.3596473362757,16,2020
CAR,20,WSH,13,1399.946162202357,1477.4926861114463,1424.5813330459196,1452.8575152678839,16,2020
DAL,37,PHI,17,1436.5235550240038,1446.3565691497438,1457.2950965648608,1425.5850276088868,16,2020
SEA,20,LAR,9,1579.3235817147881,1549.6664543176878,1597.8034839262484,1531.1865521062275,16,2020
GB,40,TEN,14,1601.937558686345,1589.5543859203963,1621.4179023406948,1570.0740422660465,16,2020
BUF,38,NE,9,1633.702975423983,1470.148838866723,1645.039167077503,1458.812647213203,16,2020
BUF,56,MIA,26,1645.039167077503,1579.5500413300647,1661.231960733616,1563.3572476739516,17,2020
BAL,38,CIN,3,1578.4369685793295,1409.119963116118,1589.3402280012413,1398.2167036942062,17,2020
CLE,24,PIT,22,1555.402372569668,1614.5240774634094,1578.6563639794826,1591.2700860535947,17,2020
MIN,37,DET,35,1448.7975003783392,1413.2823108684966,1466.670359521519,1395.4094517253168,17,2020
NE,28,NYJ,14,1458.812647213203,1357.8670817906777,1473.0881894061847,1343.591539597696,17,2020
NYG,23,DAL,19,1439.9223697431123,1457.2950965648608,1460.8165955416964,1436.4008707662767,17,2020
TB,44,ATL,27,1578.2133684842747,1416.5998424005427,1589.4711703586445,1405.342040526173,17,2020
GB,35,CHI,16,1621.4179023406948,1497.685783834536,1634.5160745164856,1484.5876116587453,17,2020
LV,32,DEN,31,1471.1075630309945,1438.3596473362757,1489.137402098459,1420.3298082688111,17,2020
IND,28,JAX,14,1585.729053570373,1294.1367533357352,1591.9891504371244,1287.8766564689838,17,2020
LAC,38,KC,21,1462.8335423508204,1707.0398870905792,1494.7968057235414,1675.0766237178582,17,2020
LAR,18,ARI,7,1531.1865521062275,1505.270996403375,1549.6049386843574,1486.852609825245,17,2020
SEA,26,SF,23,1597.8034839262484,1458.960522069465,1610.1489339297002,1446.6150720660132,17,2020
NO,33,CAR,7,1608.9164928783302,1424.5813330459196,1619.1489045303165,1414.3489213939333,17,2020
TEN,41,HOU,38,1570.0740422660465,1393.591093958009,1580.6538128540003,1383.0113233700552,17,2020
WSH,20,PHI,14,1452.8575152678839,1425.5850276088868,1471.1986348053017,1407.243908071469,17,2020
TB,31,DAL,29,1589.4711703586445,1436.4008707662767,1609.801267349665,1416.0707737752562,1,2021
PHI,32,ATL,6,1407.243908071469,1405.342040526173,1441.7539616543343,1370.8319869433076,1,2021
PIT,23,BUF,16,1591.2700860535947,1661.231960733616,1632.8645663914328,1619.6374803957779,1,2021
CIN,27,MIN,24,1398.2167036942062,1466.670359521519,1439.66637377519,1425.2206894405351,1,2021
SF,41,DET,33,1446.6150720660132,1395.4094517253168,1476.237639520082,1365.786884271248,1,2021
ARI,38,TEN,13,1486.852609825245,1580.6538128540003,1530.6997963681447,1536.8066263111004,1,2021
SEA,28,IND,16,1610.1489339297002,1591.9891504371244,1643.0368821458528,1559.1012022209718,1,2021
