Team 1,Score 1,Team 2,Score 2,Elo Rating 1,Elo Rating 2,New Elo Rating 1,New Elo Rating 2,Week,Year
DET,26,ARI,23,1454.3461134498516,1549.1000000000001,1484.8605051923057,1518.585608257546,3,2020
SEA,38,DAL,31,1549.1000000000001,1499.7,1569.7962567974828,1479.0037432025174,3,2020
GB,37,NO,30,1545.6538865501484,1500.3,1566.6256458569624,1479.328240693186,3,2020
KC,34,BAL,20,1549.1000000000001,1545.6538865501484,1572.9609668837745,1521.792919666374,3,2020
DEN,37,NYJ,28,1433.3743541430376,1430.1629442488693,1456.9543727074517,1406.5829256844552,4,2020
CIN,33,JAX,25,1427.0390331162255,1473.030850521667,1453.9712859692293,1446.0985976686632,4,2020
CLE,49,DAL,38,1523.841619184182,1479.0037432025174,1544.5870780668656,1458.2582843198338,4,2020
NO,35,DET,29,1479.328240693186,1484.8605051923057,1503.5071793331078,1460.6815665523839,4,2020
SEA,31,MIA,23,1569.7962567974828,1481.6152629281846,1587.6821387406928,1463.7293809849746,4,2020
TB,38,LAC,31,1520.671759306814,1472.7962567974826,1541.2127970504744,1452.2552190538222,4,2020
BAL,31,WSH,17,1521.792919666374,1476.158380815818,1542.484720416608,1455.466580065584,4,2020
CAR,31,ARI,21,1478.4037432025173,1518.585608257546,1504.944070653158,1492.0452808069053,4,2020
MIN,31,HOU,23,1433.4359070506728,1436.4378172535576,1457.4415385057912,1412.4321857984391,4,2020
LAR,17,NYG,9,1521.5538865501485,1433.3743541430376,1539.4398624245837,1415.4883782686024,4,2020
IND,19,CHI,11,1520.4370557511306,1563.3394948076943,1547.1611076405304,1536.6154429182945,4,2020
BUF,30,LV,23,1569.7538865501483,1521.6370557511307,1590.2787043583205,1501.1122379429585,4,2020
PHI,25,SF,20,1478.207080333626,1520.671759306814,1504.9015929078867,1493.9772467325533,4,2020
KC,26,NE,10,1572.9609668837745,1527.7629442488694,1593.6821646389556,1507.0417464936884,4,2020
GB,30,ATL,16,1566.6256458569624,1433.214391742454,1581.7108904460833,1418.129147153333,4,2020
CHI,20,TB,19,1536.6154429182945,1541.2127970504744,1560.4263826191059,1517.401857349663,5,2020
CAR,23,ATL,16,1504.944070653158,1418.129147153333,1522.6912780190062,1400.3819397874847,5,2020
LV,40,KC,32,1501.1122379429585,1593.6821646389556,1530.729451866419,1564.0649507154951,5,2020
ARI,30,NYJ,10,1492.0452808069053,1406.5829256844552,1509.8785729404854,1388.7496335508752,5,2020
PIT,38,PHI,29,1563.5621827464424,1504.9015929078867,1583.131749012386,1485.332026641943,5,2020
LAR,30,WSH,10,1539.4398624245837,1455.466580065584,1557.368114207598,1437.5383282825696,5,2020
BAL,27,CIN,3,1542.484720416608,1453.9712859692293,1560.1240577876945,1436.3319485981428,5,2020
HOU,30,JAX,14,1412.4321857984391,1446.0985976686632,1438.2022288249216,1420.3285546421807,5,2020
MIA,43,SF,17,1463.7293809849746,1493.9772467325533,1489.2701459569048,1468.436481760623,5,2020
CLE,32,IND,23,1544.5870780668656,1547.1611076405304,1568.2611782189622,1523.4870074884338,5,2020
DAL,37,NYG,34,1458.2582843198338,1415.4883782686024,1478.8799196548453,1394.866742933591,5,2020
SEA,27,MIN,26,1587.6821387406928,1457.4415385057912,1602.7635546568192,1442.3601225896648,5,2020
NO,30,LAC,27,1503.5071793331078,1452.2552190538222,1523.5655050849955,1432.1968933019346,5,2020
TEN,42,BUF,16,1566.5640929493272,1590.2787043583205,1591.6656258463336,1565.1771714613142,5,2020
TEN,42,HOU,36,1591.6656258463336,1438.2022288249216,1605.236345305782,1424.6315093654732,6,2020
IND,31,CIN,27,1523.4870074884338,1436.3319485981428,1540.9863084443232,1418.8326476422535,6,2020
ATL,40,MIN,23,1400.3819397874847,1442.3601225896648,1426.3714707563813,1416.3705916207682,6,2020
DEN,18,NE,12,1456.9543727074517,1507.0417464936884,1483.4759763472005,1480.5201428539397,6,2020
NYG,20,WSH,19,1394.866742933591,1437.5383282825696,1420.9018954271319,1411.5031757890288,6,2020
BAL,30,PHI,28,1560.1240577876945,1485.332026641943,1578.4055640268848,1467.0505204027527,6,2020
PIT,38,CLE,7,1583.131749012386,1568.2611782189622,1605.3393730387386,1546.0535541926097,6,2020
CHI,23,CAR,16,1560.4263826191059,1522.6912780190062,1581.1164835751958,1502.0011770629162,6,2020
DET,34,JAX,16,1460.6815665523839,1420.3285546421807,1481.1990468091217,1399.811074385443,6,2020
MIA,24,NYJ,0,1489.2701459569048,1388.7496335508752,1505.939113722738,1372.080665785042,6,2020
TB,38,GB,10,1517.401857349663,1581.7108904460833,1544.847712784316,1554.2650350114304,6,2020
SF,24,LAR,16,1468.436481760623,1557.368114207598,1497.448507891954,1528.356088076267,6,2020
KC,26,BUF,17,1564.0649507154951,1565.1771714613142,1587.3392189661722,1541.902903210637,6,2020
ARI,38,DAL,10,1509.8785729404854,1478.8799196548453,1531.014113964136,1457.7443786311946,6,2020
